"","tract","rev","human_services","education","public","religion","arts","health","total","oth","perc_poverty","perc_male_occ","female_headed","crowded_housing","public_assistance","under_30k","less_hs","unemployment","ndi"
"344","177503",473485,1,0,4,1,3,0,9,4,0.1,0.1,0,0,0.1,0.2,0.1,0,-0.0355
"345","177504",12740,2,0,1,0,1,0,5,2,0.1,0,0.1,0,0.1,0.2,0.1,0,-0.025
"346","177505",33531,2,0,2,0,2,0,6,2,0,0.1,0,0,0.1,0.2,0.1,0.1,-0.0324
"347","177604",0,0,0,0,0,0,0,1,1,0,0,0,0,0.1,0.2,0.1,0.1,-0.023
"348","177605",42176,2,0,0,0,0,0,3,1,0.1,0,0,0,0.1,0.2,0,0.1,-0.0288
"349","177606",39644,3,0,1,0,0,1,5,1,0.1,0,0,0,0.1,0.3,0.1,0.1,-0.0208
"350","177607",362306,0,0,3,0,1,0,4,3,0.1,0.1,0,0,0.2,0.3,0.1,0.1,-0.0128
"351","177608",5032875,3,3,3,0,2,0,13,5,0.1,0.1,0,0,0.2,0.4,0.1,0.1,-0.016
"352","177609",0,0,0,1,0,0,0,3,3,0,0.1,0,0,0,0.2,0.1,0,-0.0375
"353","178101",131562,3,1,0,0,1,0,6,1,0.1,0.1,0,0,0.2,0.3,0.1,0.1,-0.0079
"354","178102",111006,2,0,0,0,1,0,5,2,0.1,0.1,0,0,0.2,0.2,0.1,0,-0.0215
"355","178201",163681,1,2,0,1,0,0,5,1,0.1,0,0.1,0,0.1,0.3,0.1,0.1,-0.0125
"356","178204",0,0,0,0,1,0,0,1,0,0.2,0,0,0.1,0.2,0.4,0.1,0.1,0.0091
"357","178205",19172,1,0,0,0,0,0,1,0,0.1,0,0,0,0,0.2,0.1,0,-0.0294
"358","178206",19485,0,0,0,0,0,1,1,0,0.1,0,0,0,0,0.2,0.1,0,-0.034
"359","179101",46600097,9,2,3,1,2,5,22,3,0.1,0.2,0.1,0,0,0.1,0,0,-0.0526
"360","179102",44198643,3,3,6,1,3,3,20,7,0,0.1,0,0,0,0,0,0,-0.0589
"361","180102",524691,3,2,0,2,0,0,9,2,0.1,0.1,0.1,0,0.1,0.2,0.1,0.1,-0.0273
"362","180103",284712,6,2,1,2,1,0,14,3,0.1,0,0,0,0.1,0.1,0.1,0.1,-0.0207
"363","180104",9926442,2,1,0,0,0,0,6,3,0.2,0.1,0.2,0,0.2,0.5,0.1,0.1,0.0184
"364","181100",12841363,7,3,5,1,3,2,26,10,0,0.2,0,0,0,0.1,0,0,-0.0549
"365","181201",9515013,6,7,0,0,2,2,18,1,0.1,0.1,0,0,0,0.3,0.1,0.1,-0.0331
"366","181203",538498,2,1,1,0,0,1,6,2,0.1,0.1,0.1,0,0.1,0.1,0,0,-0.0458
"367","181204",2329863,5,1,5,1,2,0,15,6,0.1,0.1,0,0,0,0.2,0.1,0.1,-0.0332
"368","182103",269779,0,1,1,0,1,0,3,1,0.1,0.2,0,0,0,0.2,0.1,0.1,-0.0433
"369","182104",0,1,0,0,0,0,0,2,1,0.1,0.1,0,0,0,0.2,0.1,0.1,-0.036
"370","182105",145250,4,2,1,0,0,0,8,2,0,0.1,0,0,0,0.1,0.1,0.1,-0.0487
"371","182106",20446,3,0,1,0,2,0,7,2,0.1,0.1,0,0,0.1,0.2,0.1,0,-0.0377
"372","183100",4463288,2,5,0,2,3,1,13,0,0.1,0.1,0,0,0.1,0.2,0,0.1,-0.032
"373","183200",2049091,3,2,1,0,3,1,10,1,0,0.2,0,0,0,0.1,0,0,-0.0664
"374","183300",108718853,5,7,1,0,3,4,20,1,0,0.2,0,0,0,0.1,0,0,-0.0621
"375","183401",1457857,2,3,0,2,1,1,9,0,0.1,0.2,0.1,0,0.1,0.2,0,0.1,-0.0433
"376","183402",0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.3,0.1,0.1,-0.0244
"377","183501",46274393,6,4,3,2,6,1,23,4,0.1,0.2,0.1,0,0.1,0.2,0,0.1,-0.033
"378","183502",2008375,4,2,1,0,1,0,9,2,0.1,0.2,0,0,0.1,0.2,0.1,0.1,-0.0362
"379","183603",0,1,0,1,0,0,0,2,1,0.2,0,0.1,0,0.3,0.4,0.1,0.1,0.0227
"380","183604",0,2,0,1,1,1,0,5,1,0.1,0.1,0.2,0,0.2,0.3,0,0.1,-0.0044
"381","183605",525910751,0,4,2,2,5,6,19,2,0.1,0.1,0.1,0,0.1,0.2,0.1,0,-0.0376
"382","183606",42808451,2,1,2,0,1,5,11,2,0.1,0.1,0.1,0,0.1,0.2,0,0,-0.0204
"383","184103",0,0,1,2,1,0,2,6,2,0.1,0.2,0,0,0,0.1,0,0,-0.0597
"384","184104",54547765,14,4,6,1,3,1,35,12,0,0.1,0.1,0,0.1,0.2,0.1,0.1,-0.0345
"385","184105",155737,2,0,0,1,1,0,4,0,0,0.1,0.1,0,0.1,0.1,0,0.1,-0.0355
"386","184106",140488,1,1,1,0,1,0,5,2,0.1,0.1,0.1,0,0.1,0.2,0.1,0,-0.0204
"387","184108",432063,6,4,2,0,5,1,18,2,0,0.1,0,0,0,0.1,0,0,-0.0496
"388","185101",0,1,0,1,0,1,0,4,2,0.1,0,0.1,0,0.1,0.2,0.1,0.2,-0.0069
"389","185102",11776,0,3,1,0,0,1,5,1,0.1,0,0.1,0,0.1,0.3,0.1,0,-0.0153
"390","185103",197775,4,1,2,2,1,1,13,4,0.1,0.1,0.1,0,0.1,0.3,0,0.1,-0.0111
"391","185104",374087,2,4,1,0,0,1,10,3,0.1,0.1,0,0,0.1,0.1,0.1,0,-0.0369
"392","185201",0,0,1,0,0,0,0,1,0,0.1,0.1,0.1,0,0.1,0.4,0,0.1,-0.0183
"393","185202",0,1,2,1,0,0,0,4,1,0.1,0,0.1,0,0.1,0.2,0.1,0.1,-0.0096
"394","185203",51269540,1,5,0,1,1,2,12,2,0.1,0.1,0,0,0,0.2,0.1,0,-0.0365
"395","186103",5162521,9,3,4,0,0,0,17,5,0,0.1,0,0,0,0.2,0,0,-0.0486
"396","186104",258451,2,1,1,0,1,0,5,1,0.1,0,0,0,0.1,0.2,0,0,-0.0347
"397","186105",0,0,1,0,0,0,0,1,0,0.1,0.1,0,0,0,0.1,0,0,-0.0483
"398","186106",4910066,9,2,8,2,4,0,27,10,0.1,0.1,0,0,0.2,0.3,0.1,0.1,-0.0138
"399","186107",17127022,6,0,3,1,3,0,14,4,0,0.1,0,0,0,0.1,0.1,0,-0.0483
"400","186201",18043531,2,0,3,0,1,2,9,4,0,0.1,0,0,0,0.1,0,0.1,-0.0389
"401","186202",224241,2,0,1,0,1,0,4,1,0,0.1,0,0,0,0.1,0,0,-0.0527
"402","186203",105836,3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,-0.0454
"403","186205",720239,3,1,2,0,1,0,7,2,0,0.1,0,0,0.1,0.1,0,0,-0.0431
"404","186206",82293,1,0,0,0,1,2,6,2,0,0.1,0,0,0,0.1,0,0.1,-0.05
"405","187103",777592,3,0,0,1,0,1,5,0,0.1,0.1,0,0,0.1,0.2,0,0.1,-0.0246
"406","187104",0,0,0,0,1,1,1,3,0,0.1,0.2,0,0,0,0.2,0,0.1,-0.0455
"407","187105",160224017,2,13,1,0,1,0,18,2,0.1,0.1,0,0,0.1,0.2,0,0,-0.0345
"408","187106",260900,1,0,0,4,1,0,6,0,0.1,0.1,0,0,0.1,0.3,0,0,-0.03
"409","188103",0,0,1,0,0,1,2,4,0,0.2,0,0.1,0,0.2,0.4,0.1,0.1,0.0088
"410","188104",168779,1,0,0,1,0,0,2,0,0.2,0,0.1,0,0.1,0.4,0.1,0.1,0.0071
"411","188105",5203108,0,1,1,0,0,1,3,1,0.2,0,0.1,0.1,0.3,0.5,0.1,0.1,0.0355
"412","188106",270186,0,0,0,0,0,1,1,0,0.1,0,0.2,0,0.2,0.3,0.1,0.2,0.0151
"413","188107",33246833,4,1,1,0,0,3,9,1,0.2,0,0.3,0,0.4,0.4,0.1,0.1,0.0337
"414","189105",9245575,14,5,7,1,1,1,29,7,0,0.1,0,0,0.1,0.2,0,0.1,-0.041
"415","189107",1297598,9,2,5,2,3,0,27,11,0.1,0.1,0,0,0,0.2,0,0,-0.0464
"416","189108",3066803,8,4,3,2,0,2,19,3,0.1,0.1,0,0,0,0.2,0,0,-0.047
"417","189109",89753,2,2,0,0,0,2,6,0,0,0.1,0,0,0,0.2,0,0,-0.0434
"418","189110",1412816,5,0,4,0,1,2,12,4,0.1,0.1,0.1,0,0.1,0.2,0.1,0.1,-0.0271
"419","189111",4868704,6,1,2,0,5,1,16,3,0.1,0.2,0,0,0,0.1,0,0,-0.0516
"420","189112",158043,2,0,0,0,1,0,3,0,0,0.1,0,0,0,0.1,0,0.1,-0.0451
"421","190502",23032102,9,3,3,1,1,2,20,4,0.1,0.1,0,0,0,0.4,0.1,0.1,-0.0208
"422","190503",35764,3,0,0,0,0,0,3,0,0,0.1,0,0,0,0.1,0,0,-0.0511
"423","190504",81371,3,2,0,1,2,0,8,0,0,0.1,0,0,0,0.1,0,0.1,-0.0462
"424","192300",22652218,12,0,9,0,2,0,28,14,0,0.1,0.1,0,0.1,0.2,0.1,0.1,-0.0273
"425","192800",3690272,5,0,0,0,1,0,8,2,0.1,0.3,0,0,0,0.2,0,0.1,-0.0571
"426","192900",117484755,16,1,7,0,0,0,27,10,0.1,0.1,0.1,0,0.1,0.2,0.1,0.1,-0.0361
"427","193800",0,1,0,0,0,0,0,1,0,0.2,0,0.1,0,0.2,0.4,0.1,0.1,0.0098
"428","193900",11492203,1,1,1,0,0,0,3,1,0.3,0.1,0.1,0,0.3,0.6,0.1,0.1,0.0255
"429","194100",53746,2,0,1,0,0,0,4,2,0,0,0,0,0,0.2,0.1,0,-0.0348
"430","194300",205061,1,1,3,0,2,0,8,4,0,0.1,0,0,0,0.1,0.1,0,-0.0462
"431","194500",48478334,2,1,1,1,4,1,14,5,0.1,0.1,0,0,0,0.1,0,0,-0.0527
"432","194800",1122916,0,0,4,0,1,0,5,4,0.2,0.1,0.2,0,0.1,0.3,0,0.1,-0.0138
"433","194900",5077109,2,1,1,1,2,0,8,2,0.1,0.2,0,0,0,0.1,0,0,-0.0528
"434","195600",0,2,0,0,0,0,0,2,0,0.1,0,0.1,0,0.1,0.3,0.1,0.1,-0.0107
"435","195700",5080,1,0,1,0,0,2,6,3,0.2,0.1,0,0,0.1,0.4,0.1,0.1,-0.0044
"436","195800",0,3,3,0,0,1,0,7,0,0,0.1,0,0,0,0.1,0,0,-0.0541
"437","195900",5252764,8,6,3,0,3,3,31,11,0,0.2,0.1,0,0,0.2,0,0,-0.0489
"438","196000",3415843,3,5,1,1,2,0,12,1,0.1,0.1,0,0,0.1,0.3,0,0.1,-0.0314
"439","196100",882306,2,2,3,0,1,0,9,4,0.2,0,0.1,0,0.2,0.4,0.2,0.1,0.0207
"440","196200",0,1,1,1,0,1,0,7,4,0.4,0,0.3,0,0.5,0.7,0.1,0.2,0.0739
"441","196300",21877745,6,2,3,0,2,0,14,4,0,0.2,0,0,0,0.1,0,0.1,-0.0555
"442","196400",0,0,0,1,0,0,0,1,1,0.4,0,0.1,0,0.5,0.6,0.4,0.2,0.0736
"443","196500",180,2,1,0,0,0,0,3,0,0.5,0,0.1,0,0.5,0.6,0.2,0.3,0.087
